hora_requisicao,codigo_linha,nome_linha,letreiro,codigo_onibus,x,y,hora_gps
11:42:00,34955,4014-10,TERM. VL. CARRÃO - JD. VL. CARRÃO,48866,-46.45642275,-23.612769,2025-09-12 14:41:59+00:00
11:42:00,33211,8677-10,LGO. DO PAISSANDÚ - JD. LÍBANO,11806,-46.758296,-23.481966,2025-09-12 14:41:47+00:00
11:42:00,33211,8677-10,LGO. DO PAISSANDÚ - JD. LÍBANO,11813,-46.731854,-23.487001499999998,2025-09-12 14:41:53+00:00
11:42:00,33211,8677-10,LGO. DO PAISSANDÚ - JD. LÍBANO,11809,-46.679121125,-23.525676875,2025-09-12 14:42:01+00:00
11:42:00,33211,8677-10,LGO. DO PAISSANDÚ - JD. LÍBANO,11803,-46.7323545,-23.487239000000002,2025-09-12 14:42:13+00:00
11:42:00,33211,8677-10,LGO. DO PAISSANDÚ - JD. LÍBANO,11807,-46.743652499999996,-23.507306,2025-09-12 14:41:42+00:00
11:42:00,33211,8677-10,LGO. DO PAISSANDÚ - JD. LÍBANO,11804,-46.7323545,-23.487239000000002,2025-09-12 14:42:01+00:00
11:42:00,33211,8677-10,LGO. DO PAISSANDÚ - JD. LÍBANO,11774,-46.732196,-23.486004,2025-09-12 14:42:15+00:00
11:42:00,35267,2033-10,SHOP. D - VL. SABRINA,22056,-46.568211500000004,-23.4872685,2025-09-12 14:42:18+00:00
11:42:00,35267,2033-10,SHOP. D - VL. SABRINA,22352,-46.568324000000004,-23.486996,2025-09-12 14:42:13+00:00
11:42:00,35267,2033-10,SHOP. D - VL. SABRINA,22062,-46.588443125,-23.507121499999997,2025-09-12 14:42:12+00:00
11:42:00,35267,2033-10,SHOP. D - VL. SABRINA,22072,-46.5657295,-23.48764725,2025-09-12 14:42:20+00:00
11:42:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63187,-46.6425955,-23.675125,2025-09-12 14:42:16+00:00
11:42:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63170,-46.7219245,-23.666776125,2025-09-12 14:41:42+00:00
11:42:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63174,-46.735209499999996,-23.668323,2025-09-12 14:41:34+00:00
11:42:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63189,-46.663323500000004,-23.659475999999998,2025-09-12 14:42:11+00:00
11:42:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63233,-46.647396875,-23.67058275,2025-09-12 14:42:11+00:00
11:42:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63222,-46.637437500000004,-23.6803415,2025-09-12 14:42:06+00:00
11:42:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63224,-46.680361500000004,-23.676837,2025-09-12 14:41:55+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16405,-46.6936435,-23.4543195,2025-09-12 14:42:02+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16485,-46.6835995,-23.450547,2025-09-12 14:42:00+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16030,-46.672467999999995,-23.4632575,2025-09-12 14:42:10+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16502,-46.6936435,-23.4543195,2025-09-12 14:42:20+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16402,-46.6936435,-23.4543195,2025-09-12 14:42:07+00:00
